5641	3	1	-0.79346
5641	3	2	-0.72282
5641	3	3	-1.1507
5641	3	4	-1.2593
5641	3	5	-1.1293
5641	3	6	-1.7204
5641	3	7	-1.8905
5641	3	8	-1.8289
5641	3	9	-1.2071
5641	3	10	-1.13
5641	3	11	-1.4441
5641	3	12	-1.406
5641	3	13	-1.1594
5641	3	14	-1.1599
5641	3	15	-1.2878
5641	3	16	-0.85163
5641	3	17	-0.92525
5641	3	18	-0.78914
5641	3	19	-1.3369
5641	3	20	-1.5664
5641	3	21	-1.2087
5641	3	22	-1.6093
5641	3	23	-1.7531
5641	3	24	-1.758
5641	3	25	-1.6204
5641	3	26	-1.8012
5641	3	27	-1.9443
5641	3	28	-2.1064
5641	3	29	-2.1235
5641	3	30	-2.0531
5641	3	31	-1.8445
5641	3	32	-2.1241
5641	3	33	-1.9314
5641	3	34	-1.9622
5641	3	35	-1.713
5641	3	36	-1.7509
5641	3	37	-1.6296
5641	3	38	-1.3865
5641	3	39	-1.7515
5641	3	40	-1.3763
5641	3	41	-0.94793
5641	3	42	-1.2154
5641	3	43	-1.3163
5641	3	44	-1.4855
5641	3	45	-1.7739
5641	3	46	-1.1058
5641	3	47	-1.9344
5641	3	48	-1.5353
5641	3	49	-1.0951
5641	3	50	-1.7092
5641	3	51	-1.4659
5641	3	52	-1.2541
5641	3	53	-1.5393
5641	3	54	-1.5075
5641	3	55	-1.3383
5641	3	56	-1.5323
5641	3	57	-0.76116
5641	3	58	-0.020631
10888	3	1	-2.9237
10888	3	2	-2.3027
10888	3	3	-2.5953
10888	3	4	-2.6431
10888	3	5	-2.9831
10888	3	6	-1.9908
10888	3	7	-1.6091
10888	3	8	-1.9276
10888	3	9	-1.7989
10888	3	10	-1.979
10888	3	11	-1.7403
10888	3	12	-1.7994
10888	3	13	-2.4304
10888	3	14	-1.7085
10888	3	15	-3.0015
10888	3	16	-2.2597
10888	3	17	-2.5687
10888	3	18	-2.9699
10888	3	19	-2.6344
10888	3	20	-2.4365
10888	3	21	-2.1965
10888	3	22	-2.7078
10888	3	23	-2.4194
10888	3	24	-2.2789
10888	3	25	-2.5334
10888	3	26	-2.868
10888	3	27	-2.7163
10888	3	28	-2.2781
10888	3	29	-2.2212
10888	3	30	-1.7868
10888	3	31	-1.3285
10888	3	32	-2.3139
10888	3	33	-2.1579
10888	3	34	-1.3323
10888	3	35	-1.1929
10888	3	36	-1.3453
10888	3	37	-0.81118
10888	3	38	-0.61914
10888	3	39	-0.5528
10888	3	40	-1.433
10888	3	41	-3.2909
10888	3	42	-2.4675
10888	3	43	-2.3171
10888	3	44	-2.3398
